report_number,csv_row_index,narrative_text,has_alt_fraud_heading
33,31,"Incident Overview & Initial Details On Wednesday, June 8, 1994, an auto accident occurred in an urban area involving a Honda sports car operated by a 34-year-old single male policyholder. The driver was assigned policyholder fault for the collision. The high-value vehicle, carrying an estimated midpoint market value of $80,000, a $400 deductible, and a vehicle age of 6 years, sustained minor damage requiring no supplementary repairs. Official scene documentation was established via a filed police report, though no external witnesses were present to observe the crash. Claim Evaluation & Risk Assessment The claim was reported two days later on Friday, June 10, under a Sport Liability base policy handled by an external agent. Financial evaluation places the claim in a High severity bucket ($32,000 proxy) under a 0.4 coverage multiplier. Risk profile parameters indicate the policyholder has a driver rating of 2, 2 to 4 past claims, and falls into the 31-to-35 policyholder age bracket. Despite high-value vehicle status and a filing delay flag, police verification yields an evidence score of 1 and maintains a zero overall suspicion score. The claim has been validated as legitimate with no indications of fraud (FraudFound_P: 0).",False
34,32,"Incident Overview & Initial Details On Wednesday, January 5, 1994, an auto accident occurred in an urban area involving an Accura sedan operated by a 54-year-old married male policyholder. The driver was assigned policyholder fault for the collision. The high-value vehicle, featuring an estimated midpoint market value of $80,000, a $400 deductible, and an age of over 7 years, sustained moderate damage requiring 3 to 5 supplementary repairs. Critically, no police report was filed at the scene, and no external witnesses were present to corroborate the incident. Claim Evaluation & Risk Assessment The claim was reported twelve days later on Monday, January 17, under a Sedan All Perils base policy managed by an external agent. Financial evaluation places the claim in a High severity bucket ($80,000 proxy) under a 1.0 coverage multiplier. Risk analysis highlights compounding red flags: the policyholder has a history of more than 4 past claims (flagged as a repeat offender), a maximum driver rating of 4, a high brand fraud rate of 0.125, and a total absence of scene verification (evidence score 0). Driven by these factors, the record registered an elevated suspicion score of 2. Submitting this profile to fraud analysis confirmed fraudulent intent, marking the claim as positive for fraud (FraudFound_P: 1).",False
35,33,"Incident Overview & Initial Details On Saturday, October 28, 1995, an auto accident occurred in an urban area involving a Ford sedan driven by a 33-year-old married male policyholder. The driver was assigned policyholder fault for the collision. The vehicle, carrying an estimated midpoint market value of $24,500, a $400 deductible, and a vehicle age of 7 years, sustained minor damage requiring no supplementary repairs. Official scene documentation was established via a filed police report, though no external witnesses were present to corroborate the event. Claim Evaluation & Risk Assessment The claim was reported nine days later on Monday, November 6, under a Sedan Collision base policy handled by an external agent. Financial evaluation places the claim in a Medium severity bucket ($17,150 proxy) under a 0.7 coverage multiplier. Risk profile indicators show the policyholder has a maximum driver rating of 4, zero past claims, and falls into the 31-to-35 policyholder age bracket. Despite an administrative filing delay flag and a brand fraud rate of 0.0733, the presence of official police documentation secures an evidence score of 1 and maintains a zero overall suspicion score. Consequently, the claim has been validated as legitimate (FraudFound_P: 0).",False
36,34,"Incident Overview & Initial Details On Tuesday, May 24, 1994, an auto accident occurred in an urban area involving an Accura sports car operated by a 45-year-old married male policyholder. The driver was assigned policyholder fault for the collision. The vehicle, carrying an estimated midpoint market value of $49,500, a $400 deductible, and a vehicle age of 7 years, sustained minor damage requiring no supplementary repairs. Notably, no police report was filed at the scene, and no external witnesses were present to corroborate the crash details. Claim Evaluation & Risk Assessment The claim was reported seven days later on Tuesday, May 31, under a Sport Liability base policy managed by an external agent. Financial evaluation places the claim in a Medium severity bucket ($19,800 proxy) under a 0.4 coverage multiplier. Risk analysis reveals multiple red flags: 2 to 4 past claims, an elevated brand fraud rate of 0.125, and a complete lack of scene documentation (evidence score 0). While registering a suspicion score of 1, this profile was flagged for investigation escalation (curation_category: escalate). Ultimately, fraud analysis confirmed fraudulent intent, marking the claim as positive for fraud (FraudFound_P: 1).",False
37,35,"Incident Overview & Initial Details On Saturday, March 18, 1995, an auto accident occurred in an urban area involving an Accura sedan operated by a 35-year-old single male policyholder. The driver was assigned policyholder fault for the collision. The vehicle, carrying an estimated midpoint market value of $34,500, a $400 deductible, and an age of 6 years, sustained moderate damage requiring 3 to 5 supplementary repairs. Official documentation was established at the scene via a filed police report, though no external witnesses were present to observe the crash. Claim Evaluation & Risk Assessment The claim was reported two days later on Monday, March 20, under a Sedan Collision base policy handled by an external agent. Financial evaluation places the claim in a Medium severity bucket ($24,150 proxy) under a 0.7 coverage multiplier. Risk parameters indicate the policyholder has a driver rating of 4, 2 to 4 past claims, and falls into the 31-to-35 policyholder age bracket. Despite an elevated brand fraud rate of 0.125 and a filing delay flag, the presence of official police documentation yields an evidence score of 1 and maintains a zero overall suspicion score. Consequently, the claim has been validated as legitimate (FraudFound_P: 0).",False
38,36,"Incident Overview & Initial Details On Saturday, July 9, 1994, an auto accident occurred in a rural area involving a Pontiac sedan driven by a 63-year-old married male policyholder. Policyholder fault was assigned for the collision. The vehicle, carrying an estimated midpoint market value of $15,000, a $400 deductible, and an age of over 7 years, sustained minor damage requiring no supplementary repairs. Official documentation was established at the scene via a filed police report, though no external witnesses were present to corroborate the incident. Claim Evaluation & Risk Assessment The claim was reported two days later on Monday, July 11, under a Sedan All Perils base policy managed by an external agent. Financial evaluation places the claim in a Low severity bucket ($15,000 proxy) under a 1.0 coverage multiplier. Risk profile parameters show the senior policyholder maintains an optimal driver rating of 1, 1 past claim, and falls into the 51-to-65 policyholder age bracket. Despite a filing delay flag, official police documentation secures an evidence score of 1 and maintains a zero overall suspicion score. The claim has been confirmed as legitimate with no indications of fraud (FraudFound_P: 0).",False
39,37,"Incident Overview & Initial Details On Tuesday, September 13, 1994, an auto accident occurred in an urban area involving a Mercury utility vehicle operated by a 63-year-old married male policyholder. The driver was assigned policyholder fault for the collision. The high-value vehicle—carrying an estimated midpoint market value of $80,000, a $400 deductible, and an age of over 7 years—sustained minor damage requiring 1 to 2 supplementary repairs. Official scene documentation was established via a filed police report, though no external witnesses were present to corroborate the details of the event. Claim Evaluation & Risk Assessment The claim was reported three days later on Friday, September 16, under a Utility All Perils base policy handled by an external agent. Financial evaluation places the claim in a High severity bucket ($80,000 proxy) under a 1.0 coverage multiplier. Risk parameters indicate the policyholder maintains a driver rating of 3, 2 to 4 past claims, and falls into the 51-to-65 policyholder age bracket. Despite a high-value vehicle indicator and a filing delay flag, police documentation yields an evidence score of 1 and maintains a zero overall suspicion score. Consequently, the claim has been validated as legitimate (FraudFound_P: 0).",False
40,38,"Incident Overview & Initial Details On Sunday, April 3, 1994, an auto accident occurred in an urban area involving a Honda sedan operated by a 29-year-old single male policyholder. Policyholder fault was assigned for the collision. The vehicle, carrying an estimated midpoint market value of $15,000, a $400 deductible, and a vehicle age of 6 years, sustained minor damage requiring no supplementary repairs. Official documentation was established at the scene via a filed police report, though no external witnesses were present to observe the crash. Claim Evaluation & Risk Assessment The claim was reported the next day on Monday, April 4, under a Sedan All Perils base policy managed by an external agent. Financial evaluation places the claim in a Low severity bucket ($15,000 proxy) under a 1.0 coverage multiplier. Risk profile parameters show the policyholder has a maximum driver rating of 4, 2 to 4 past claims, and falls into the 31-to-35 policyholder age bracket. Despite a filing delay flag, the presence of official police documentation secures an evidence score of 1 and maintains a zero overall suspicion score. Consequently, the claim has been validated as legitimate with no indications of fraudulent activity (FraudFound_P: 0).",False
41,39,"Incident Overview & Initial Details On Tuesday, October 25, 1994, an auto accident occurred in an urban area involving a Chevrolet sedan operated by a 49-year-old single male policyholder. Third-party fault was assigned for the collision. The vehicle, which is over 7 years old with an estimated midpoint market value of $34,500 and a $700 deductible, sustained major damage requiring more than 5 supplementary repairs. Official documentation was established at the scene via a filed police report, though no external witnesses were present to corroborate the incident. Claim Evaluation & Risk Assessment The claim was reported the next day on Wednesday, October 26, under a Sedan Collision base policy handled by an external agent. Financial evaluation places the claim in a Medium severity bucket ($24,150 proxy) under a 0.7 coverage multiplier. Risk parameters indicate the policyholder maintains a driver rating of 2, zero past claims, and falls into the 41-to-50 policyholder age bracket. Despite an administrative filing delay flag, police documentation secures an evidence score of 1 and maintains a zero overall suspicion score. Consequently, the claim has been validated as legitimate (FraudFound_P: 0).",False
42,40,"Incident Overview & Initial Details On Friday, November 11, 1995, an auto accident occurred in an urban area involving a Honda sports car operated by a policyholder with a recorded age of 0 (single male). Policyholder fault was assigned for the collision. The high-value vehicle—carrying an estimated midpoint market value of $80,000, a $400 deductible, and a new vehicle classification—sustained minor damage requiring no supplementary repairs. Official documentation was established at the scene via a filed police report, though no external witnesses were present to observe the crash. Claim Evaluation & Risk Assessment The claim was reported five days later on Wednesday, November 16, under a Sport Liability base policy managed by an external agent. Financial evaluation places the claim in a High severity bucket ($32,000 proxy) under a 0.4 coverage multiplier. Risk profile analysis highlights multiple red flags: 2 to 4 past claims, an infant/young age anomaly (young driver flag), high-value vehicle status, and a brand fraud rate of 0.0639. Driven by these compounding risk indicators, the record registered an elevated suspicion score of 1, but police documentation secured an evidence score of 1. Ultimate validation confirmed the claim as legitimate with no fraud found (FraudFound_P: 0).",False
43,41,"Incident Overview & Initial Details On Friday, August 18, 1995, an auto accident occurred in a rural area involving a Honda sedan operated by a 37-year-old married male policyholder. The driver was assigned policyholder fault for the collision. The vehicle, carrying an estimated midpoint market value of $24,500, a $400 deductible, and a vehicle age of 7 years, sustained minor damage requiring no supplementary repairs. Official scene documentation was established via a filed police report, though no external witnesses were present to corroborate the event. Claim Evaluation & Risk Assessment The claim was reported six days later on Thursday, August 24, under a Sedan All Perils base policy handled by an external agent. Financial evaluation places the claim in a Medium severity bucket ($24,500 proxy) under a 1.0 coverage multiplier. Risk profile indicators show the policyholder maintains an optimal driver rating of 1, zero past claims, and falls into the 36-to-40 policyholder age bracket. Despite an administrative filing delay flag and a brand fraud rate of 0.0639, police verification yields an evidence score of 1 and maintains a zero overall suspicion score. Consequently, the claim has been validated as legitimate (FraudFound_P: 0).",False
44,42,"Incident Overview & Initial Details On Thursday, November 23, 1995, an auto accident occurred in an urban area involving an Accura sports car driven by a 49-year-old married male policyholder. The driver was assigned policyholder fault for the collision. The vehicle, carrying an estimated midpoint market value of $34,500, a $400 deductible, and an age of 6 years, sustained minor damage requiring 1 to 2 supplementary repairs. Official documentation was established at the scene via a filed police report, though no external witnesses were present to observe the crash. Claim Evaluation & Risk Assessment The claim was reported five days later on Tuesday, December 5, under a Sport Liability base policy handled by an external agent. Financial evaluation places the claim in a Low severity bucket ($13,800 proxy) under a 0.4 coverage multiplier. Risk parameters indicate the policyholder has a maximum driver rating of 4, 2 to 4 past claims, and falls into the 41-to-50 policyholder age bracket. Despite an administrative filing delay flag and an elevated brand fraud rate of 0.125, the presence of official police documentation secures an evidence score of 1 and maintains a zero overall suspicion score. Consequently, the claim has been confirmed as legitimate (FraudFound_P: 0).",False
45,43,"Incident Overview & Initial Details On Friday, December 9, 1994, an auto accident occurred in an urban area involving a Chevrolet sedan operated by a 33-year-old married male policyholder. The driver was assigned policyholder fault for the collision. The high-value vehicle—carrying an estimated midpoint market value of $80,000, a $400 deductible, and a vehicle age of 6 years—sustained minor damage requiring no supplementary repairs. Critically, no police report was filed at the time of the crash, and no external witnesses were present at the scene to corroborate the incident. Claim Evaluation & Risk Assessment The claim was reported seven days later on Friday, December 16, under a Sedan All Perils base policy managed by an external agent. Financial evaluation places the claim in a High severity bucket ($80,000 proxy) under a 1.0 coverage multiplier. Risk analysis highlights key vulnerability parameters: high-value vehicle status, zero scene documentation (evidence score 0), and a administrative filing delay flag. Registering a suspicion score of 1, this profile was flagged for investigation escalation (curation_category: escalate). Submitting this profile to fraud analysis confirmed fraudulent intent, marking the claim as positive for fraud (FraudFound_P: 1).",False
46,44,"Incident Overview & Initial Details On Friday, July 29, 1994, an auto accident occurred in an urban area involving a Ford sedan driven by a 71-year-old married male policyholder. Policyholder fault was assigned for the collision. The vehicle, carrying an estimated midpoint market value of $49,500, a $700 deductible, and an age of over 7 years, sustained minor damage requiring 1 to 2 supplementary repairs. Official documentation was established at the scene via a filed police report, though no external witnesses were present to observe the event. Claim Evaluation & Risk Assessment The claim was reported three days later on Monday, August 1, under a Sedan Collision base policy handled by an external agent. Financial evaluation places the claim in a High severity bucket ($34,650 proxy) under a 0.7 coverage multiplier. Risk parameters indicate the senior policyholder maintains a driver rating of 3, zero past claims, and falls into the over 65 age bracket. Despite an administrative filing delay flag and a brand fraud rate of 0.0733, official police documentation yields an evidence score of 1 and maintains a zero overall suspicion score. Consequently, the claim has been validated as legitimate (FraudFound_P: 0).",False
47,45,"Incident Overview & Initial Details On Monday, December 12, 1995, an auto accident occurred in an urban area involving a Chevrolet sports car operated by a 50-year-old married male policyholder. The driver was assigned policyholder fault for the collision. The vehicle, carrying an estimated midpoint market value of $49,500, a $400 deductible, and an age of over 7 years, sustained minor damage requiring no supplementary repairs. Official scene documentation was established via a filed police report, though no external witnesses were present to corroborate the crash. Claim Evaluation & Risk Assessment The claim was reported on the same day, Monday, December 12, under a Sport Liability base policy managed by an external agent. Financial evaluation places the claim in a Medium severity bucket ($19,800 proxy) under a 0.4 coverage multiplier. Risk parameters show the policyholder maintains a maximum driver rating of 4, 2 to 4 past claims, and falls into the 41-to-50 policyholder age bracket. Despite an administrative filing delay flag, the presence of official police documentation secures an evidence score of 1 and maintains a zero overall suspicion score. Consequently, the claim has been confirmed as legitimate (FraudFound_P: 0).",False
48,46,"Incident Overview & Initial Details On Tuesday, June 14, 1994, an auto accident occurred in an urban area involving a Pontiac sports car driven by a 76-year-old married male policyholder. Third-party fault was assigned for the collision. The vehicle, featuring an estimated midpoint market value of $24,500, a $400 deductible, and an age of over 7 years, sustained minor damage requiring no supplementary repairs. Official documentation was established at the scene via a filed police report, though no external witnesses were present to observe the incident. Claim Evaluation & Risk Assessment The claim was reported six days later on Monday, July 18, under a Sport Liability base policy handled by an external agent. Financial evaluation places the claim in a Low severity bucket ($9,800 proxy) under a 0.4 coverage multiplier. Risk parameters indicate the senior policyholder maintains a maximum driver rating of 4, zero past claims, and falls into the over 65 age bracket. Despite an administrative filing delay flag, police verification yields an evidence score of 1 and maintains a zero overall suspicion score. The claim has been validated as legitimate with no indications of fraud (FraudFound_P: 0).",False
49,47,"Incident Overview & Initial Details On Friday, September 23, 1994, an auto accident occurred in an urban area involving a Ford utility vehicle operated by a 47-year-old married male policyholder. Policyholder fault was assigned for the collision. The high-value vehicle—carrying an estimated midpoint market value of $80,000, a $400 deductible, and a vehicle age of 1 year—sustained extensive damage requiring more than 5 supplementary repairs. Official scene documentation was established via a filed police report, though no external witnesses were present to corroborate the crash details. Claim Evaluation & Risk Assessment The claim was reported six days later on Thursday, October 6, under a Utility All Perils base policy managed by an external agent. Financial evaluation places the claim in a High severity bucket ($80,000 proxy) under a 1.0 coverage multiplier. Risk profile indicators show the policyholder maintains a driver rating of 3, 1 past claim, and falls into the 41-to-50 policyholder age bracket. Despite high-value vehicle status, a brand fraud rate of 0.0733, and a filing delay flag, the presence of police documentation yields an evidence score of 1 and maintains a zero overall suspicion score. Consequently, the claim has been validated as legitimate (FraudFound_P: 0).",False
50,48,"Incident Overview & Initial Details On Sunday, October 16, 1994, an auto accident occurred in an urban area involving a Mazda sports car driven by a 34-year-old married male policyholder. The driver was assigned policyholder fault for the collision. The vehicle, carrying an estimated midpoint market value of $34,500, a $400 deductible, and an age of 7 years, sustained minor damage requiring no supplementary repairs. Official documentation was established at the scene via a filed police report, though no external witnesses were present to observe the crash. Claim Evaluation & Risk Assessment The claim was reported eight days later on Monday, October 24, under a Sport Liability base policy handled by an external agent. Financial evaluation places the claim in a Low severity bucket ($13,800 proxy) under a 0.4 coverage multiplier. Risk parameters indicate the policyholder maintains an optimal driver rating of 1, 2 to 4 past claims, and falls into the 31-to-35 policyholder age bracket. Despite an administrative filing delay flag and a brand fraud rate of 0.0522, police documentation secures an evidence score of 1 and maintains a zero overall suspicion score. Consequently, the claim has been confirmed as legitimate (FraudFound_P: 0).",False
51,49,"Incident Overview & Initial Details On Friday, May 13, 1994, an auto accident occurred in a rural area involving a Chevrolet sedan operated by a 44-year-old married male policyholder. Third-party fault was assigned for the collision. The high-value vehicle, carrying an estimated midpoint market value of $80,000, a $400 deductible, and an age of 7 years, sustained minor damage requiring no supplementary repairs. Official documentation was established at the scene via a filed police report, though no external witnesses were present to corroborate the incident. Claim Evaluation & Risk Assessment The claim was reported five days later on Wednesday, May 18, under a Sedan Collision base policy managed by an external agent. Financial evaluation places the claim in a High severity bucket ($56,000 proxy) under a 0.7 coverage multiplier. Risk parameters indicate the policyholder maintains a driver rating of 3, 2 to 4 past claims, and falls into the 36-to-40 policyholder age bracket. Despite high-value vehicle status and an administrative filing delay flag, the presence of official police documentation secures an evidence score of 1 and maintains a zero overall suspicion score. Consequently, the claim has been validated as legitimate with no indications of fraudulent activity (FraudFound_P: 0).",False
52,50,"Incident Overview & Initial Details On a Friday in the fourth week of January 1994, an urban traffic incident occurred involving a Ford sedan (Policy Number 103). The vehicle is registered to a 37-year-old married female policyholder (Driver Rating: 2) carrying an ""All Perils"" coverage policy on a vehicle valued at over $69,000 (midpoint estimated at $80,000). The policyholder was deemed at fault for the incident. A police report was officially filed at the scene, though no witnesses were present. The formal insurance claim was subsequently submitted by the policyholder the following month on a Monday (Week 1 of February), handled by Representative 14 through an external agent type. Claim Evaluation & Risk Assessment The claim carries a $500 deductible and involves a high-value, 6-year-old vehicle with 3 to 5 estimated supplements. While the policyholder has a history of 2 to 4 past claims and a filing delay flag of 1, several key indicators suggest a low likelihood of fraud (FraudFound_P: 0). The policy and accident timeline shows stable tenure (>30 days), no recent address changes, a clear police report, and a suspicion score of 0. Additionally, the policyholder’s demographic profiles as a lower-risk profile (young driver flag: 0). Despite the high severity proxy of $80,000 based on vehicle market value, the overall curation flags categorize this claim record as legitimate (""correct"").",False
53,51,"Incident Overview & Initial Details On a Friday in the second week of November 1994, an urban accident involved a sedan manufactured by Accura (Policy Number 4139). The driver was a 38-year-old single male policyholder with a driver rating of 2, holding a ""Collision"" coverage policy for a vehicle priced over $69,000 (estimated midpoint of $80,000). The policyholder was at fault for the accident. Although a witness was present at the scene, no official police report was filed. The claim was reported shortly after on a Monday in the third week of November, managed by Representative 5 via an external agent. Claim Evaluation & Risk Assessment The claim has a $400 deductible and covers a 7-year-old high-value vehicle with no additional repair supplements required. Despite a history of 2 to 4 past claims and a filing delay flag of 1, the overall fraud risk is evaluated as low (FraudFound_P: 0). Key risk indicators reveal a long-standing policy history (>30 days), no recent address changes, a suspicion score of 0, and a lack of young driver risk factors. The calculated severity proxy is $56,000 under a high severity bucket. Ultimately, with an evidence score of 1 and a lack of suspicious flags, the claim record is classified as legitimate (""correct"").",False
54,52,"Incident Overview & Initial Details On a Sunday in the second week of July 1994, an urban incident occurred involving a Chevrolet sports vehicle (Policy Number 5482). The driver was a 33-year-old single female policyholder with a driver rating of 2, covered under a basic ""Liability"" policy for a vehicle valued between $20,000 and $29,000 (estimated midpoint of $24,500). The policyholder was found at fault in the incident. An official police report was filed at the scene, though no witnesses were present. The claim was promptly filed the next day, on a Monday in the second week of July, and processed by Representative 4 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 6-year-old vehicle that required more than 5 repair supplements and is tied to a household with 2 vehicles. Although the policyholder changed address 4 to 8 years prior, the policy tenure is well-established (>30 days), and there is no past history of claims (""none""). Key fraud risk metrics indicate a low risk profile with a suspicion score of 0, a low severity proxy of $9,800, and no flags for quick claims or recent address changes. Despite a filing delay flag of 1, the overall probability of fraud is evaluated at zero (FraudFound_P: 0), classifying this record as legitimate (""correct"").",False
55,53,"Incident Overview & Initial Details On a Thursday in the second week of April 1996, a rural accident involved a Honda sedan (Policy Number 12631). The driver was a 57-year-old married male policyholder with a driver rating of 3, holding a ""Collision"" coverage policy for a vehicle priced between $30,000 and $39,000 (estimated midpoint of $34,500). The policyholder was at fault for the accident. Both a police report was filed and a witness was present at the scene. The claim was reported shortly after on a Monday in the third week of April, managed by Representative 2 via an internal agent. Claim Evaluation & Risk Assessment The claim has a $400 deductible and covers an older vehicle (>7 years) that required more than 5 repair supplements. Although the policyholder has 1 past claim on record and a filing delay flag of 1, the overall fraud risk is evaluated as low (FraudFound_P: 0). Key risk indicators show an established policy tenure (>30 days), no recent address changes, a suspicion score of 0, and no young driver flags. The calculated severity proxy is $24,150 under a medium severity bucket. Ultimately, with an evidence score of 2 and no major red flags, the claim record is classified as legitimate (""correct"").",False
56,54,"Incident Overview & Initial Details On a Saturday in the third week of April 1994, a rural accident involved a Chevrolet sedan (Policy Number 4888). The driver was a 34-year-old married male policyholder with a driver rating of 3, holding an ""All Perils"" coverage policy for a vehicle valued between $30,000 and $39,000 (estimated midpoint of $34,500). Fault was determined to lie with a Third Party. Although a witness was present at the scene, no official police report was filed. The claim was reported shortly after on a Monday in the third week of April, managed by Representative 5 via an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible and covers a 6-year-old vehicle with no additional repair supplements required. Despite a history of 2 to 4 past claims and a filing delay flag of 1, the overall fraud risk is evaluated as low (FraudFound_P: 0). Key risk indicators show an established policy tenure (>30 days), no recent address changes, a suspicion score of 0, and no young driver flags. The calculated severity proxy is $34,500 under a high severity bucket. Ultimately, with an evidence score of 1 and a lack of suspicious flags, the claim record is classified as legitimate (""correct"").",False
57,55,"Incident Overview & Initial Details On a Thursday in the fourth week of December 1994, a rural incident occurred involving a Pontiac sports vehicle (Policy Number 1575). The driver was a 43-year-old married male policyholder with a driver rating of 4, covered under a basic ""Liability"" policy on a vehicle valued at over $69,000 (estimated midpoint of $80,000). Fault was attributed to a Third Party. A police report was officially filed at the scene, though no witnesses were present. The claim was reported the following day, on a Friday in the fourth week of December, and processed by Representative 7 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 7-year-old high-value vehicle requiring more than 5 repair supplements. While the policyholder has a history of 1 past claim and a filing delay flag of 1, key fraud risk indicators reveal a low overall risk (FraudFound_P: 0). The policyholder maintains an established tenure (>30 days), no recent address changes, a suspicion score of 0, and no young driver flags. The calculated severity proxy is $32,000 under a high severity bucket. Ultimately, with an evidence score of 1 and a lack of suspicious flags, the claim record is classified as legitimate (""correct"").",False
58,56,"Incident Overview & Initial Details On a Wednesday in the first week of March 1994, an urban incident occurred involving an Accura sports vehicle (Policy Number 3958). The driver was a 28-year-old married male policyholder with a driver rating of 1, covered under a basic ""Liability"" policy on a vehicle valued at over $69,000 (estimated midpoint of $80,000). Fault was attributed to a Third Party. A police report was officially filed at the scene, though no witnesses were present. The claim was reported the following day, on a Thursday in the first week of March, and processed by Representative 11 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible and covers a 6-year-old high-value vehicle with no additional repair supplements required. Despite a history of 2 to 4 past claims and a filing delay flag of 1, key fraud risk indicators reveal a low overall risk (FraudFound_P: 0). The policyholder maintains an established policy tenure (>30 days), no recent address changes, a suspicion score of 0, and no young driver flags. The calculated severity proxy is $32,000 under a high severity bucket. Ultimately, with an evidence score of 1 and a lack of suspicious flags, the claim record is classified as legitimate (""correct"").",False
59,57,"Incident Overview & Initial Details On a Wednesday in the first week of September 1994, an urban incident occurred involving a Mazda sports vehicle (Policy Number 3044). The driver was a 44-year-old single female policyholder with a driver rating of 2, covered under a basic ""Liability"" policy on a vehicle valued between $30,000 and $39,000 (estimated midpoint of $34,500). Fault was attributed to a Third Party. A police report was officially filed at the scene, though no witnesses were present. The claim was reported the following week, on a Thursday in the second week of September, managed by Representative 8 through an internal agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for an older vehicle (>7 years) requiring 3 to 5 repair supplements. Although there is a filing delay flag of 1, key fraud risk indicators reveal a low overall risk (FraudFound_P: 0). The policyholder has no prior history of claims (""none""), maintains an established policy tenure (>30 days), shows no recent address changes, and carries a suspicion score of 0 with no young driver flags. The calculated severity proxy is $13,800 under a low severity bucket. Ultimately, with an evidence score of 1 and a lack of suspicious flags, the claim record is classified as legitimate (""correct"").",False
60,58,"Incident Overview & Initial Details On a Friday in the second week of June 1994, an urban incident occurred involving a Honda sedan (Policy Number 3494). The driver was a 57-year-old married male policyholder with a driver rating of 4, holding an ""All Perils"" coverage policy on a vehicle valued between $20,000 and $29,000 (estimated midpoint of $24,500). The policyholder was found at fault in the incident. An official police report was filed at the scene, though no witnesses were present. The claim was reported on the same day, a Friday in the second week of June, managed by Representative 16 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for an older vehicle (>7 years) requiring 1 to 2 repair supplements. Key fraud risk indicators demonstrate a low overall risk profile (FraudFound_P: 0). The policyholder has no prior history of claims (""none""), maintains an established policy tenure (>30 days), shows no recent address changes, and carries a suspicion score of 0 with no young driver flags. The calculated severity proxy is $24,500 under a medium severity bucket. Ultimately, with an evidence score of 1 and a lack of suspicious flags, the claim record is classified as legitimate (""correct"").",False
61,59,"Incident Overview & Initial Details On a Wednesday in the third week of August 1996, an urban incident occurred involving an Accura sedan (Policy Number 14084). The driver was a 38-year-old married male policyholder with a driver rating of 4, holding a ""Collision"" coverage policy on a vehicle valued between $30,000 and $39,000 (estimated midpoint of $34,500). The policyholder was found at fault in the incident. Neither a police report was filed nor were any witnesses present at the scene. The claim was reported weeks later, on a Thursday in the third week of September, managed by Representative 5 via an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for an older vehicle (>7 years) requiring more than 5 repair supplements. Multiple elevated risk indicators are present, including a repeat offender pattern with more than 4 past claims, a repeat offender flag of 1, a filing delay flag of 1, and a complete absence of official documentation or independent verification (no evidence flag: 1). These compounding risk factors result in an elevated suspicion score of 2. Consequently, the calculated severity proxy is $24,150 under a medium severity bucket, and the claim record is identified as fraudulent (FraudFound_P: 1), categorizing it under ""fraud.""",False
62,60,"Incident Overview & Initial Details On a Thursday in the third week of June 1994, an urban incident occurred involving a Mazda sports vehicle (Policy Number 959). The driver was a 31-year-old married male policyholder with a driver rating of 1, covered under a ""Collision"" policy on a high-value vehicle priced at over $69,000 (estimated midpoint of $80,000). Fault was attributed to a Third Party. While a witness was present at the scene, no official police report was filed. The claim was reported the following week, on a Tuesday in the third week of June, managed by Representative 1 through an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible and covers a 6-year-old high-value vehicle with no additional repair supplements required. Key risk metrics indicate a low overall fraud risk (FraudFound_P: 0). The policyholder has no prior history of claims (""none""), maintains an established policy tenure (>30 days), shows no recent address changes, and carries a suspicion score of 0 with no young driver flags. The calculated severity proxy is $56,000 under a high severity bucket. Ultimately, with an evidence score of 1 and a lack of suspicious flags, the claim record is classified as legitimate (""correct"").",False
63,61,"Incident Overview & Initial Details On a Friday in the third week of November 1994, an urban accident involved a BMW sedan (Policy Number 1313). The driver was a 53-year-old married male policyholder with a driver rating of 4, carrying an ""All Perils"" policy on a vehicle valued between $20,000 and $29,000 (estimated midpoint of $24,500). The policyholder was found at fault in the incident. Neither a police report was filed nor were any witnesses present at the scene. The claim was reported weeks later, on a Monday in the first week of December, managed by Representative 4 via an external agent. Claim Evaluation & Risk Assessment The claim carries a $400 deductible for a 7-year-old vehicle with no repair supplements required, registered under a household with 3 to 4 vehicles. While key risk metrics reflect an established policy tenure (>30 days), no past claims (""none""), no recent address changes, and a suspicion score of 0, the filing delay flag is active (1) alongside a complete absence of documentation (no evidence flag: 1). With a calculated severity proxy of $24,500 under a medium severity bucket and a low baseline fraud probability flag (FraudFound_P: 0), the curation category specifies this record for further review (""escalate"").",False
